Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;4_Merkmal_Code;4_Merkmal_Label;4_Auspraegung_Code;4_Auspraegung_Label;BEV064__Durchschnittsalter_der_Eingebuergerten__Jahre
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;EUROPA-EG-10;EG-10 (bis 31.12.1985);33
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;DRITT-EG-10;Drittstaaten zu EG-10 (bis 31.12.1985);22
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;EUROPA-EG-09;EG-9 (bis 31.12.1980);34
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;DRITT-EG-09;Drittstaaten zu EG-9 (bis 31.12.1980);22
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;EUROPA-EWG-06;EWG-6 (bis 31.12.1972);28
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;DRITT-EWG-06;Drittstaaten zu EWG-6 (bis 31.12.1972);24
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;AFRIKA;Afrika;24
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;AFRIKANORD;Nordafrika;23
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;AFRIKAWEST;Westafrika;25
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;AFRIKAZENTR;Zentralafrika;23
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;AFRIKAOST;Ostafrika;21
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;AFRIKASUED;Südafrika;24
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;AMERIKA;Amerika;25
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;AMERIKANORD;Nordamerika;24
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;AMERIKAMIT2;Mittelamerika und Karibik;26
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;AMERIKASUD;Südamerika;25
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;ASIEN;Asien;21
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;ASIENVOR;Vorderasien;22
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;ASIENSUED2;Süd- und Südostasien;20
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;ASIENOST2;Ost- und Zentralasien;22
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;AUSTRALIEN;Australien und Ozeanien;28
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;LDR-GASTARB;Gastarbeiterländer;24
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;LDR-YU;Gebiet des ehemaligen Jugoslawien;22
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;LDR-SM;Gebiet des ehemaligen Serbien und Montenegro;21
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;LDR-SU;Gebiet der ehemaligen Sowjetunion;21
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;LDR-CZ;Gebiet der ehemaligen Tschechoslowakei;21
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;LEDIG;ledig;LDRGR1;Ländergruppierungen;LDR-GB;Vereinigtes Königreich einschl.brit.Überseegebiete;39
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;;Insgesamt;46
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;EUROPA;Europa;48
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;EUROPA-EU-28;EU-28 (seit 01.07.2013);52
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;DRITT-EU-28;Drittstaaten zu EU-28 (seit 01.07.2013);41
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;EUROPA-EU-27;EU-27 (bis 30.06.2013);52
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;DRITT-EU-27;Drittstaaten zu EU-27 (bis 30.06.2013);42
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;EUROPA-EU-25;EU-25 (bis 31.12.2006);54
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;DRITT-EU-25;Drittstaaten zu EU-25 (bis 31.12.2006);42
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;EUROPA-EU-15;EU-15 (bis 30.04.2004);55
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;DRITT-EU-15;Drittstaaten zu EU-15 (bis 30.04.2004);42
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;EUROPA-EG-12;EG-12 (bis 31.12.1994);55
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;DRITT-EG-12;Drittstaaten zu EG-12 (bis 31.12.1994);42
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;EUROPA-EG-10;EG-10 (bis 31.12.1985);55
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;DRITT-EG-10;Drittstaaten zu EG-10 (bis 31.12.1985);42
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;EUROPA-EG-09;EG-9 (bis 31.12.1980);56
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;DRITT-EG-09;Drittstaaten zu EG-9 (bis 31.12.1980);42
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;EUROPA-EWG-06;EWG-6 (bis 31.12.1972);50
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;DRITT-EWG-06;Drittstaaten zu EWG-6 (bis 31.12.1972);45
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;AFRIKA;Afrika;41
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;AFRIKANORD;Nordafrika;40
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;AFRIKAWEST;Westafrika;43
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;AFRIKAZENTR;Zentralafrika;40
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;AFRIKAOST;Ostafrika;42
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;AFRIKASUED;Südafrika;48
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;AMERIKA;Amerika;46
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;AMERIKANORD;Nordamerika;57
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;AMERIKAMIT2;Mittelamerika und Karibik;40
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;AMERIKASUD;Südamerika;42
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;ASIEN;Asien;41
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;ASIENVOR;Vorderasien;42
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;ASIENSUED2;Süd- und Südostasien;41
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;ASIENOST2;Ost- und Zentralasien;42
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;AUSTRALIEN;Australien und Ozeanien;55
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;LDR-GASTARB;Gastarbeiterländer;42
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;LDR-YU;Gebiet des ehemaligen Jugoslawien;41
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;LDR-SM;Gebiet des ehemaligen Serbien und Montenegro;39
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;LDR-SU;Gebiet der ehemaligen Sowjetunion;45
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;LDR-CZ;Gebiet der ehemaligen Tschechoslowakei;45
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERH;verheiratet;LDRGR1;Ländergruppierungen;LDR-GB;Vereinigtes Königreich einschl.brit.Überseegebiete;57
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;;Insgesamt;68
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;EUROPA;Europa;69
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;EUROPA-EU-28;EU-28 (seit 01.07.2013);70
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;DRITT-EU-28;Drittstaaten zu EU-28 (seit 01.07.2013);63
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;EUROPA-EU-27;EU-27 (bis 30.06.2013);70
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;DRITT-EU-27;Drittstaaten zu EU-27 (bis 30.06.2013);63
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;EUROPA-EU-25;EU-25 (bis 31.12.2006);71
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;DRITT-EU-25;Drittstaaten zu EU-25 (bis 31.12.2006);62
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;EUROPA-EU-15;EU-15 (bis 30.04.2004);71
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;DRITT-EU-15;Drittstaaten zu EU-15 (bis 30.04.2004);62
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;EUROPA-EG-12;EG-12 (bis 31.12.1994);71
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;DRITT-EG-12;Drittstaaten zu EG-12 (bis 31.12.1994);63
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;EUROPA-EG-10;EG-10 (bis 31.12.1985);71
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;DRITT-EG-10;Drittstaaten zu EG-10 (bis 31.12.1985);63
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;EUROPA-EG-09;EG-9 (bis 31.12.1980);71
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;DRITT-EG-09;Drittstaaten zu EG-9 (bis 31.12.1980);63
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;EUROPA-EWG-06;EWG-6 (bis 31.12.1972);67
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;DRITT-EWG-06;Drittstaaten zu EWG-6 (bis 31.12.1972);68
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;AFRIKA;Afrika;60
12511;Einbürgerungsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;FAMST8;Familienstand;VERW;verwitwet;LDRGR1;Ländergruppierungen;AFRIKANORD;Nordafrika;68
